Category,Dose,GeoType,Geography,Year,Estimate,Population,SurveyedPercent,Exemptions,SurveyType
Hepatitis B,,States,Rhode Island,2020,98.3,10402.0,93.0,,Census
Hepatitis B,,States,Rhode Island,2021,98.0,11002.0,96.9,,Census
Polio,,States,Rhode Island,2011,92.6,12552.0,13.9,,2-stage Cluster Sample
Polio,,States,Rhode Island,2009,90.1,11818.0,11.6,,Random sample
Polio,,States,Rhode Island,2010,,,,,
Polio,,States,Rhode Island,2018,97.6,10964.0,100.0,,Census
Polio,,States,Rhode Island,2017,96.3,11025.0,100.0,,Census
Polio,,States,Rhode Island,2016,95.8,11100.0,98.4,,Census
Polio,,States,Rhode Island,2012,95.5,12552.0,75.2,,Voluntary Response
Polio,,States,Rhode Island,2013,96.0,11521.0,99.1,,Census
Polio,,States,Rhode Island,2014,96.2,11163.0,98.9,,Census
Polio,,States,Rhode Island,2015,97.0,11165.0,100.0,,Census
Exemption,Any Exemption,States,Rhode Island,2021,1.2,11002.0,96.9,129.0,Census
Exemption,Medical Exemption,States,Rhode Island,2021,0.1,11002.0,96.9,10.0,Census
Exemption,Any Exemption,States,Rhode Island,2019,1.3,11219.0,,141.0,Census
Exemption,Any Exemption,States,Rhode Island,2020,1.0,10402.0,93.0,108.0,Census
Exemption,Non-Medical Exemption,States,Rhode Island,2015,0.9,11165.0,,105.0,Census
Exemption,Non-Medical Exemption,States,Rhode Island,2014,0.9,11163.0,,102.0,Census
Exemption,Non-Medical Exemption,States,Rhode Island,2013,0.7,11521.0,,81.0,Census
Exemption,Non-Medical Exemption,States,Rhode Island,2012,0.8,12552.0,,94.0,Voluntary Response
Exemption,Non-Medical Exemption,States,Rhode Island,2011,0.7,12552.0,,12.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Rhode Island,2010,,,,,
Exemption,Non-Medical Exemption,States,Rhode Island,2009,0.2,11818.0,,26.0,Random sample
Exemption,Any Exemption,States,Rhode Island,2009,0.5,11818.0,,60.0,Random sample
Exemption,Non-Medical Exemption,States,Rhode Island,2021,1.1,11002.0,96.9,119.0,Census
Exemption,Any Exemption,States,Rhode Island,2010,,,,,
Exemption,Any Exemption,States,Rhode Island,2011,1.0,12552.0,,17.0,2-stage Cluster Sample
Exemption,Any Exemption,States,Rhode Island,2017,1.1,11025.0,,120.0,Census
Exemption,Any Exemption,States,Rhode Island,2016,1.2,11100.0,,131.0,Census
Exemption,Any Exemption,States,Rhode Island,2015,1.1,11165.0,,126.0,Census
Exemption,Any Exemption,States,Rhode Island,2014,1.1,11163.0,,128.0,Census
Exemption,Any Exemption,States,Rhode Island,2013,1.0,11521.0,,114.0,Census
Exemption,Any Exemption,States,Rhode Island,2012,1.1,12552.0,,139.0,Voluntary Response
Varicella,UTD (unknown disease history),States,Rhode Island,2021,97.0,11002.0,96.9,,Census
Exemption,Any Exemption,States,Rhode Island,2018,1.3,10964.0,,139.0,Census
MMR,,States,Rhode Island,2023,97.1,10539.0,97.8,,Census
"DTP, DTaP, or DT",,States,Rhode Island,2023,96.9,10539.0,97.8,,Census
Varicella,1 Dose (unknown disease history),States,Rhode Island,2023,,10539.0,97.8,,Census
MMR,,States,Rhode Island,2024,96.7,10088.0,96.7,,Census
"DTP, DTaP, or DT",,States,Rhode Island,2024,96.7,10088.0,96.7,,Census
Varicella,1 Dose (unknown disease history),States,Rhode Island,2024,,10088.0,96.7,,Census
Varicella,2 Doses (unknown disease history),States,Rhode Island,2024,96.1,10088.0,96.7,,Census
Hepatitis B,,States,Rhode Island,2024,97.9,10088.0,96.7,,Census
Polio,,States,Rhode Island,2024,96.7,10088.0,96.7,,Census
Exemption,Medical Exemption,States,Rhode Island,2024,0.2,10088.0,96.7,20.0,Census
Exemption,Non-Medical Exemption,States,Rhode Island,2024,1.7,10088.0,96.7,172.0,Census
Exemption,Any Exemption,States,Rhode Island,2024,1.9,10088.0,96.7,192.0,Census
Varicella,UTD (unknown disease history),States,Rhode Island,2024,96.1,10088.0,96.7,,Census
MMR (PAC),MMR (PAC),States,Rhode Island,2024,98.2,10088.0,96.7,,Census
MMR (PAC),MMR (PAC),States,Rhode Island,2017,99.1,,,,
MMR (PAC),MMR (PAC),States,Rhode Island,2018,99.0,,,,
MMR (PAC),MMR (PAC),States,Rhode Island,2019,98.9,,,,
MMR (PAC),MMR (PAC),States,Rhode Island,2020,99.2,,,,
MMR (PAC),MMR (PAC),States,Rhode Island,2021,99.0,,,,
MMR (PAC),MMR (PAC),States,Rhode Island,2022,98.6,,,,
Varicella,2 Doses (unknown disease history),States,Rhode Island,2023,96.6,10539.0,97.8,,Census
Hepatitis B,,States,Rhode Island,2023,97.9,10539.0,97.8,,Census
Polio,,States,Rhode Island,2023,96.7,10539.0,97.8,,Census
Exemption,Medical Exemption,States,Rhode Island,2023,0.1,10539.0,97.8,15.0,Census
Exemption,Non-Medical Exemption,States,Rhode Island,2023,1.5,10539.0,97.8,159.0,Census
Exemption,Any Exemption,States,Rhode Island,2023,1.7,10539.0,97.8,175.0,Census
Varicella,UTD (unknown disease history),States,Rhode Island,2023,96.6,10539.0,97.8,,Census
MMR (PAC),MMR (PAC),States,Rhode Island,2023,98.5,,,,
Varicella,UTD (unknown disease history),States,Maine,2022,96.6,12403.0,93.9,,Census
MMR,,States,Maine,2022,96.8,12403.0,93.9,,Census
Varicella,1 Dose (unknown disease history),States,Maine,2022,,12403.0,93.9,,Census
"DTP, DTaP, or DT",,States,Maine,2022,96.6,12403.0,93.9,,Census
Polio,,States,Maine,2022,96.8,12403.0,93.9,,Census
Exemption,Any Exemption,States,Maine,2022,0.9,12403.0,93.9,113.0,Census
Exemption,Medical Exemption,States,Maine,2022,0.8,12403.0,93.9,98.0,Census
Exemption,Non-Medical Exemption,States,Maine,2022,0.1,12403.0,93.9,15.0,Census
Varicella,2 Doses (unknown disease history),States,Maine,2022,96.6,12403.0,93.9,,Census
Hepatitis B,,States,Maine,2022,,12403.0,93.9,,Census
MMR (PAC),MMR (PAC),States,Maine,2017,95.5,,,,
MMR (PAC),MMR (PAC),States,Maine,2018,94.8,,,,
MMR (PAC),MMR (PAC),States,Maine,2019,95.0,,,,
MMR (PAC),MMR (PAC),States,Maine,2020,96.7,,,,
MMR (PAC),MMR (PAC),States,Maine,2021,98.8,,,,
MMR (PAC),MMR (PAC),States,Maine,2022,99.3,,,,
MMR (PAC),MMR (PAC),States,Maine,2024,99.4,11761.0,95.4,,Census
Varicella,UTD (unknown disease history),States,Maine,2024,97.4,11761.0,95.4,,Census
Exemption,Any Exemption,States,Maine,2024,0.8,11761.0,95.4,97.0,Census
Exemption,Medical Exemption,States,Maine,2024,0.8,11761.0,95.4,97.0,Census
Polio,,States,Maine,2024,97.7,11761.0,95.4,,Census
Hepatitis B,,States,Maine,2024,,11761.0,95.4,,Census
Varicella,2 Doses (unknown disease history),States,Maine,2024,97.4,11761.0,95.4,,Census
Varicella,1 Dose (unknown disease history),States,Maine,2024,,11761.0,95.4,,Census
MMR,,States,Maine,2024,97.6,11761.0,95.4,,Census
"DTP, DTaP, or DT",,States,Maine,2024,97.3,11761.0,95.4,,Census
MMR (PAC),MMR (PAC),States,Maine,2023,99.4,,,,
Varicella,UTD (unknown disease history),States,Maine,2023,97.1,12087.0,93.0,,Census
Exemption,Any Exemption,States,Maine,2023,1.0,12087.0,93.0,119.0,Census
Exemption,Non-Medical Exemption,States,Maine,2023,0.1,12087.0,93.0,7.0,Census
Exemption,Medical Exemption,States,Maine,2023,0.9,12087.0,93.0,112.0,Census
Polio,,States,Maine,2023,97.4,12087.0,93.0,,Census
Hepatitis B,,States,Maine,2023,,12087.0,93.0,,Census
Varicella,2 Doses (unknown disease history),States,Maine,2023,97.1,12087.0,93.0,,Census
Varicella,1 Dose (unknown disease history),States,Maine,2023,,12087.0,93.0,,Census
"DTP, DTaP, or DT",,States,Maine,2023,96.9,12087.0,93.0,,Census
MMR,,States,Maine,2023,97.5,12087.0,93.0,,Census
"DTP, DTaP, or DT",,States,Oregon,2022,90.9,40963.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Oregon,2022,94.1,40963.0,100.0,,Census
MMR,,States,Oregon,2022,91.9,40963.0,100.0,,Census
Varicella,UTD (unknown disease history),States,Oregon,2022,94.1,40963.0,100.0,,Census
Polio,,States,Oregon,2022,91.5,40963.0,100.0,,Census
Exemption,Any Exemption,States,Oregon,2022,8.2,40963.0,100.0,3358.0,Census
Exemption,Medical Exemption,States,Oregon,2022,0.1,40963.0,100.0,37.0,Census
Exemption,Non-Medical Exemption,States,Oregon,2022,8.1,40963.0,100.0,3321.0,Census
Varicella,2 Doses (unknown disease history),States,Oregon,2022,,40963.0,100.0,,Census
Hepatitis B,,States,Oregon,2022,92.9,40963.0,100.0,,Census
MMR,,States,South Carolina,2022,93.2,58878.0,28.1,,Stratified 1-stage cluster sample
Varicella,1 Dose (unknown disease history),States,South Carolina,2022,,58878.0,28.1,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,South Carolina,2022,92.1,58878.0,28.1,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2022,92.8,58878.0,28.1,,Stratified 1-stage cluster sample
Exemption,Non-Medical Exemption,States,South Carolina,2022,3.9,58878.0,100.0,2281.0,Census
Exemption,Medical Exemption,States,South Carolina,2022,0.2,58878.0,100.0,138.0,Census
Hepatitis B,,States,South Carolina,2022,93.8,58878.0,28.1,,Stratified 1-stage cluster sample
Exemption,Any Exemption,States,South Carolina,2022,4.1,58878.0,100.0,2419.0,Census
Varicella,UTD (unknown disease history),States,South Carolina,2022,92.8,58878.0,28.1,,Stratified 1-stage cluster sample
Polio,,States,South Carolina,2022,92.4,58878.0,28.1,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,South Carolina,2015,97.0,59240.0,8.9,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,South Carolina,2014,97.2,62864.0,12.2,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,South Carolina,2013,97.3,61661.0,11.0,,1-stage stratified sample
"DTP, DTaP, or DT",,States,South Carolina,2012,90.9,61799.0,17.9,,1-Stage Cluster Sample
"DTP, DTaP, or DT",,States,South Carolina,2011,96.5,59307.0,10.7,,1-stage Cluster Sample
"DTP, DTaP, or DT",,States,South Carolina,2010,,,,,
MMR,,States,South Carolina,2014,96.5,62864.0,12.2,,Stratified 1-stage cluster sample
MMR,,States,South Carolina,2013,96.8,61661.0,11.0,,1-stage stratified sample
MMR,,States,South Carolina,2012,90.9,61799.0,17.9,,1-Stage Cluster Sample
MMR,,States,South Carolina,2011,94.5,59307.0,10.7,,1-stage Cluster Sample
"DTP, DTaP, or DT",,States,South Carolina,2016,96.2,59177.0,8.9,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2013,,61661.0,11.0,,1-stage stratified sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2012,,61799.0,17.9,,1-Stage Cluster Sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2014,95.4,62864.0,12.2,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,South Carolina,2018,94.6,58442.0,27.0,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,South Carolina,2019,95.2,65938.0,27.5,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,South Carolina,2017,96.6,58458.0,27.0,,Stratified 1-stage cluster sample
"DTP, DTaP, or DT",,States,South Carolina,2021,91.0,58276.0,27.2,,1-stage cluster sample
"DTP, DTaP, or DT",,States,South Carolina,2020,95.0,56330.0,26.5,,Stratified 1-stage cluster sample
Varicella,1 Dose (unknown disease history),States,South Carolina,2010,,,,,
Varicella,1 Dose (unknown disease history),States,South Carolina,2009,91.0,53725.0,10.2,,Random sample
Varicella,1 Dose (unknown disease history),States,South Carolina,2011,97.1,59307.0,10.7,,1-stage Cluster Sample
Varicella,1 Dose (unknown disease history),States,South Carolina,2015,,59240.0,8.9,,Stratified 1-stage cluster sample
Varicella,1 Dose (unknown disease history),States,South Carolina,2014,,62864.0,12.2,,Stratified 1-stage cluster sample
Varicella,1 Dose (unknown disease history),States,South Carolina,2013,94.4,61661.0,11.0,,1-stage stratified sample
Varicella,1 Dose (unknown disease history),States,South Carolina,2020,,56330.0,26.5,,Stratified 1-stage cluster sample
Varicella,1 Dose (unknown disease history),States,South Carolina,2019,,65938.0,27.5,,Stratified 1-stage cluster sample
Varicella,1 Dose (unknown disease history),States,South Carolina,2012,90.9,61799.0,17.9,,1-Stage Cluster Sample
MMR,,States,South Carolina,2018,94.2,58442.0,27.0,,Stratified 1-stage cluster sample
MMR,,States,South Carolina,2017,96.3,58458.0,27.0,,Stratified 1-stage cluster sample
MMR,,States,South Carolina,2016,96.0,59177.0,8.9,,Stratified 1-stage cluster sample
MMR,,States,South Carolina,2015,96.5,59240.0,8.9,,Stratified 1-stage cluster sample
MMR,,States,South Carolina,2020,94.4,56330.0,26.5,,Stratified 1-stage cluster sample
MMR,,States,South Carolina,2019,95.0,65938.0,27.5,,Stratified 1-stage cluster sample
MMR,,States,South Carolina,2021,92.7,58276.0,27.2,,1-stage cluster sample
"DTP, DTaP, or DT",,States,South Carolina,2009,86.7,53725.0,10.2,,Random sample
Hepatitis B,,States,South Carolina,2015,97.2,59240.0,8.9,,Stratified 1-stage cluster sample
Hepatitis B,,States,South Carolina,2014,97.7,62864.0,12.2,,Stratified 1-stage cluster sample
Hepatitis B,,States,South Carolina,2013,96.5,61661.0,11.0,,1-stage stratified sample
Hepatitis B,,States,South Carolina,2012,90.9,61799.0,17.9,,1-Stage Cluster Sample
Hepatitis B,,States,South Carolina,2016,96.4,59177.0,8.9,,Stratified 1-stage cluster sample
Hepatitis B,,States,South Carolina,2010,,,,,
Hepatitis B,,States,South Carolina,2011,96.6,59307.0,10.7,,1-stage Cluster Sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2015,96.2,59240.0,8.9,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2016,95.7,59177.0,8.9,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2018,93.5,58442.0,27.0,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2017,96.1,58458.0,27.0,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2020,94.2,56330.0,26.5,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2019,94.5,65938.0,27.5,,Stratified 1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2021,92.4,58276.0,27.2,,1-stage cluster sample
Hepatitis B,,States,South Carolina,2009,87.6,53725.0,10.2,,Random sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2011,,59307.0,10.7,,1-stage Cluster Sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2010,,,,,
Varicella,1 Dose (unknown disease history),States,South Carolina,2021,,58276.0,27.2,,1-stage cluster sample
Varicella,2 Doses (unknown disease history),States,South Carolina,2009,,53725.0,10.2,,Random sample
MMR,,States,Colorado,2010,,,,,
MMR,,States,Colorado,2009,,,,,Not conducted
MMR (PAC),MMR (PAC),States,Connecticut,2017,97.7,,,,
MMR (PAC),MMR (PAC),States,Connecticut,2018,97.3,,,,
MMR (PAC),MMR (PAC),States,Connecticut,2019,97.5,,,,
MMR (PAC),MMR (PAC),States,Connecticut,2020,97.4,,,,
MMR (PAC),MMR (PAC),States,Connecticut,2021,97.7,,,,
MMR (PAC),MMR (PAC),States,Connecticut,2022,99.2,,,,
Exemption,Medical Exemption,States,Connecticut,2010,,,,,
Exemption,Medical Exemption,States,Connecticut,2011,0.3,45695.0,,137.0,Census
Exemption,Medical Exemption,States,Connecticut,2012,0.3,41604.0,,124.0,Census
Exemption,Medical Exemption,States,Connecticut,2013,0.3,40978.0,,128.0,Census
Polio,,States,Connecticut,2009,98.3,46158.0,100.0,,Census
Polio,,States,Connecticut,2010,,,,,
Polio,,States,Connecticut,2011,97.7,45695.0,100.0,,Census
Hepatitis B,,States,Connecticut,2019,96.6,38888.0,100.0,,Census
Hepatitis B,,States,Connecticut,2018,96.3,38230.0,100.0,,Census
Hepatitis B,,States,Connecticut,2021,96.5,35451.0,100.0,,Census
Hepatitis B,,States,Connecticut,2020,96.1,34396.0,100.0,,Census
Polio,,States,Connecticut,2020,95.2,34396.0,100.0,,Census
Polio,,States,Connecticut,2021,96.0,35451.0,100.0,,Census
Exemption,Medical Exemption,States,Connecticut,2009,0.2,46158.0,,108.0,Census
Exemption,Medical Exemption,States,Connecticut,2019,0.2,38888.0,,84.0,Census
Exemption,Medical Exemption,States,Connecticut,2018,0.2,38230.0,,86.0,Census
Exemption,Medical Exemption,States,Connecticut,2020,0.2,34396.0,100.0,83.0,Census
Exemption,Medical Exemption,States,Connecticut,2021,0.3,35451.0,100.0,102.0,Census
Exemption,Medical Exemption,States,Connecticut,2014,0.3,39948.0,,114.0,Census
Exemption,Medical Exemption,States,Connecticut,2015,0.3,39533.0,,110.0,Census
Exemption,Medical Exemption,States,Connecticut,2016,0.3,39002.0,,107.0,Census
Exemption,Medical Exemption,States,Connecticut,2017,0.3,39174.0,,126.0,Census
Polio,,States,Connecticut,2016,96.8,39002.0,100.0,,Census
Polio,,States,Connecticut,2017,96.5,39174.0,100.0,,Census
Polio,,States,Connecticut,2019,96.3,38888.0,100.0,,Census
Polio,,States,Connecticut,2018,96.0,38230.0,100.0,,Census
Exemption,Non-Medical Exemption,States,Connecticut,2016,1.8,39002.0,,701.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2017,2.0,39174.0,,764.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2018,2.5,38230.0,,941.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2020,2.3,34396.0,100.0,803.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2019,2.3,38888.0,,891.0,Census
Varicella,UTD (unknown disease history),States,Connecticut,2020,95.1,34396.0,100.0,,Census
Varicella,UTD (unknown disease history),States,Connecticut,2021,95.5,35451.0,100.0,,Census
MMR,,States,Connecticut,2023,97.7,36184.0,100.0,,Census
"DTP, DTaP, or DT",,States,Connecticut,2023,97.6,36184.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Connecticut,2023,,36184.0,100.0,,Census
"DTP, DTaP, or DT",,States,Connecticut,2024,98.2,30112.0,100.0,,Census
MMR,,States,Connecticut,2024,98.2,30112.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Connecticut,2024,,30112.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Connecticut,2024,98.1,30112.0,100.0,,Census
Hepatitis B,,States,Connecticut,2024,98.7,30112.0,100.0,,Census
Polio,,States,Connecticut,2024,98.3,30112.0,100.0,,Census
Exemption,Medical Exemption,States,Connecticut,2024,0.4,30112.0,100.0,120.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2024,0.1,30112.0,100.0,6.0,Census
Exemption,Any Exemption,States,Connecticut,2024,0.4,30112.0,100.0,126.0,Census
Varicella,UTD (unknown disease history),States,Connecticut,2024,98.1,30112.0,100.0,,Census
MMR (PAC),MMR (PAC),States,Connecticut,2024,99.6,30112.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Connecticut,2023,97.5,36184.0,100.0,,Census
Hepatitis B,,States,Connecticut,2023,98.4,36184.0,100.0,,Census
Polio,,States,Connecticut,2023,97.8,36184.0,100.0,,Census
Exemption,Medical Exemption,States,Connecticut,2023,0.4,36184.0,100.0,128.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2023,0.1,36184.0,100.0,51.0,Census
Exemption,Any Exemption,States,Connecticut,2023,0.5,36184.0,100.0,179.0,Census
Varicella,UTD (unknown disease history),States,Connecticut,2023,97.5,36184.0,100.0,,Census
MMR (PAC),MMR (PAC),States,Connecticut,2023,99.5,,,,
Exemption,Any Exemption,States,Connecticut,2018,2.7,38230.0,,1027.0,Census
Exemption,Any Exemption,States,Connecticut,2021,2.3,35451.0,100.0,829.0,Census
Exemption,Any Exemption,States,Connecticut,2019,2.5,38888.0,,975.0,Census
Exemption,Any Exemption,States,Connecticut,2020,2.6,34396.0,100.0,886.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2021,2.1,35451.0,100.0,727.0,Census
Exemption,Any Exemption,States,Connecticut,2009,1.1,46158.0,,495.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2009,0.8,46158.0,,387.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2010,,,,,
Exemption,Non-Medical Exemption,States,Connecticut,2011,1.0,45695.0,,472.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2012,1.4,41604.0,,601.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2013,1.6,40978.0,,670.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2014,1.6,39948.0,,628.0,Census
Exemption,Non-Medical Exemption,States,Connecticut,2015,1.7,39533.0,,689.0,Census
Polio,,States,Connecticut,2012,97.2,41604.0,100.0,,Census
Polio,,States,Connecticut,2013,98.7,40978.0,100.0,,Census
Polio,,States,Connecticut,2014,97.0,39948.0,100.0,,Census
Polio,,States,Connecticut,2015,97.0,39533.0,100.0,,Census
Exemption,Any Exemption,States,Connecticut,2012,1.7,41604.0,,725.0,Census
Exemption,Any Exemption,States,Connecticut,2013,1.9,40978.0,,725.0,Census
Exemption,Any Exemption,States,Connecticut,2014,1.9,39948.0,,742.0,Census
Exemption,Any Exemption,States,Connecticut,2015,2.0,39533.0,,799.0,Census
Exemption,Any Exemption,States,Connecticut,2016,2.1,39002.0,,808.0,Census
Exemption,Any Exemption,States,Connecticut,2017,2.3,39174.0,,890.0,Census
Exemption,Any Exemption,States,Connecticut,2011,1.3,45695.0,,609.0,Census
Exemption,Any Exemption,States,Connecticut,2010,,,,,
MMR,,States,Vermont,2010,,,,,
MMR,,States,Vermont,2009,91.8,6713.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2021,92.6,6126.0,100.0,,Census
Hepatitis B,,States,Vermont,2009,94.8,6713.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2020,93.3,5535.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2019,93.9,6293.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2015,91.9,6366.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2016,92.5,6344.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2018,92.3,6126.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2017,93.2,6255.0,100.0,,Census
Hepatitis B,,States,Vermont,2010,,,,,
Hepatitis B,,States,Vermont,2011,95.6,6548.0,100.0,,Census
Hepatitis B,,States,Vermont,2015,94.3,6366.0,100.0,,Census
Hepatitis B,,States,Vermont,2014,94.4,6277.0,100.0,,Census
Hepatitis B,,States,Vermont,2013,93.8,6771.0,100.0,,Census
Hepatitis B,,States,Vermont,2012,95.0,6792.0,100.0,,Census
Hepatitis B,,States,Vermont,2016,94.4,6344.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2009,91.8,6713.0,100.0,,Census
MMR,,States,Vermont,2021,93.4,6126.0,100.0,,Census
MMR,,States,Vermont,2020,94.0,5535.0,100.0,,Census
MMR,,States,Vermont,2019,94.5,6293.0,100.0,,Census
MMR,,States,Vermont,2018,93.0,6126.0,100.0,,Census
MMR,,States,Vermont,2017,94.1,6255.0,100.0,,Census
MMR,,States,Vermont,2016,93.6,6344.0,100.0,,Census
MMR,,States,Vermont,2015,93.6,6366.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2011,92.7,6548.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2010,,,,,
"DTP, DTaP, or DT",,States,Vermont,2015,93.6,6366.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2014,93.2,6277.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2013,92.0,6771.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2012,92.6,6792.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2016,93.5,6344.0,100.0,,Census
MMR,,States,Vermont,2014,92.7,6277.0,100.0,,Census
MMR,,States,Vermont,2013,91.2,6771.0,100.0,,Census
MMR,,States,Vermont,2012,92.8,6792.0,100.0,,Census
MMR,,States,Vermont,2011,92.9,6548.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Vermont,2012,,6792.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Vermont,2011,,6548.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Vermont,2015,,6366.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Vermont,2014,,6277.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Vermont,2013,,6771.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Vermont,2020,,5535.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Vermont,2019,,6293.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2020,93.6,5535.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2021,92.9,6126.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Vermont,2010,,,,,
Varicella,1 Dose (unknown disease history),States,Vermont,2009,,6713.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2018,92.9,6126.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2019,94.1,6293.0,100.0,,Census
"DTP, DTaP, or DT",,States,Vermont,2017,94.0,6255.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Vermont,2021,,6126.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2009,88.2,6713.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2011,90.3,6548.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2010,,,,,
Varicella,2 Doses (unknown disease history),States,Vermont,2013,89.4,6771.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2012,90.1,6792.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Vermont,2014,90.5,6277.0,100.0,,Census
Varicella,UTD (unknown disease history),States,Virginia,2024,95.3,91453.0,1.7,,Stratified 2-stage cluster sample
MMR (PAC),MMR (PAC),States,Virginia,2024,97.3,91453.0,1.7,,Stratified 2-stage cluster sample
Polio,,States,Virginia,2024,95.1,91453.0,1.7,,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Virginia,2024,0.3,91453.0,98.0,301.0,Census
Exemption,Non-Medical Exemption,States,Virginia,2024,2.4,91453.0,98.0,2131.0,Census
Exemption,Any Exemption,States,Virginia,2024,2.7,91453.0,98.0,2433.0,Census
Varicella,2 Doses (unknown disease history),States,Virginia,2024,95.3,91453.0,1.7,,Stratified 2-stage cluster sample
Hepatitis B,,States,Virginia,2024,95.1,91453.0,1.7,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Virginia,2024,,91453.0,1.7,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Virginia,2024,98.2,91453.0,1.7,,Stratified 2-stage cluster sample
MMR,,States,Virginia,2024,95.6,91453.0,1.7,,Stratified 2-stage cluster sample
MMR (PAC),MMR (PAC),States,Virginia,2017,98.5,,,,
MMR (PAC),MMR (PAC),States,Virginia,2018,98.3,,,,
MMR (PAC),MMR (PAC),States,Virginia,2019,98.3,,,,
MMR (PAC),MMR (PAC),States,Virginia,2020,98.5,,,,
MMR (PAC),MMR (PAC),States,Virginia,2021,98.2,,,,
MMR (PAC),MMR (PAC),States,Virginia,2022,97.8,,,,
